MAE,PSNR,SSIM,MM-SSIM,subject_id
0.02105376124382019,25.51044464111328,0.8510851860046387,0.91698157787323,sub-23441
0.02177131548523903,25.13139533996582,0.8555147647857666,0.9208347201347351,sub-42566
0.019999271258711815,25.974746704101562,0.8599151968955994,0.9275822043418884,sub-49191
0.02527463436126709,23.811071395874023,0.825907289981842,0.8814752101898193,sub-65643
0.0240181777626276,24.283628463745117,0.8686696290969849,0.9072257876396179,sub-165478
0.025846369564533234,23.839340209960938,0.8705118894577026,0.9067568182945251,sub-171298
0.021499263122677803,25.35992431640625,0.8547122478485107,0.9240259528160095,sub-183791
0.02758210152387619,23.278461456298828,0.8569681644439697,0.8981757760047913,sub-213332
0.020552951842546463,25.709693908691406,0.8673006892204285,0.9159790873527527,sub-272693
0.02509692683815956,24.18039321899414,0.8545745015144348,0.9202190041542053,sub-274440
0.02573515847325325,24.44247055053711,0.8558465838432312,0.9152976274490356,sub-629621
0.02454322762787342,24.11838150024414,0.8244425654411316,0.891657829284668,sub-636572
0.03127375990152359,22.375774383544922,0.8547579050064087,0.8857824206352234,sub-660318
0.02984587848186493,22.70654296875,0.8631991744041443,0.9013084769248962,sub-724650
0.02407320961356163,24.41973114013672,0.8665733337402344,0.9212744832038879,sub-752504
0.021392961964011192,25.399065017700195,0.868074357509613,0.917706310749054,sub-765723
0.01965942606329918,25.92255401611328,0.8675152659416199,0.9337869882583618,sub-789278
0.020977173000574112,25.34772491455078,0.8456841707229614,0.9149082899093628,sub-802902
0.018689235672354698,26.251262664794922,0.8644432425498962,0.9353829622268677,sub-813894
0.02381361462175846,24.88800048828125,0.8463762402534485,0.9129468202590942,sub-850648
0.02179643139243126,25.238269805908203,0.8687867522239685,0.9333744049072266,sub-868320
0.028606437146663666,23.481868743896484,0.8315050601959229,0.8791588544845581,sub-899161
0.024358205497264862,24.736499786376953,0.8561694025993347,0.909196138381958,sub-905700
0.019186057150363922,26.30933952331543,0.8696290254592896,0.9308091402053833,sub-907642
0.02557244524359703,24.145076751708984,0.8446850776672363,0.9005725979804993,sub-909203
0.025904417037963867,23.876893997192383,0.8583065271377563,0.9075558185577393,sub-971309
0.01913515292108059,26.370182037353516,0.8664100766181946,0.9214962124824524,sub-995762
0.028461676090955734,23.031944274902344,0.878204882144928,0.9123936891555786,sub-1027483
0.022361349314451218,24.980579376220703,0.8557924032211304,0.9085630774497986,sub-1070908
0.028934329748153687,22.922691345214844,0.8513755798339844,0.8900877237319946,sub-1126260
0.02757289819419384,23.446474075317383,0.8534738421440125,0.8863036632537842,sub-1137632
0.023721065372228622,24.475296020507812,0.8790580034255981,0.9183568954467773,sub-1150690
0.02648455649614334,23.582551956176758,0.8608353137969971,0.9092641472816467,sub-1164158
0.02594359777867794,24.28307342529297,0.850753664970398,0.9014010429382324,sub-1182607
0.022237814962863922,25.34632110595703,0.85214763879776,0.919974684715271,sub-1206913
0.022115647792816162,25.246553421020508,0.8594228625297546,0.903309166431427,sub-1212986
0.02884255163371563,23.2784366607666,0.8247891068458557,0.882361114025116,sub-1249995
0.026763658970594406,24.128124237060547,0.8553870320320129,0.9087332487106323,sub-1252074
0.027579834684729576,23.98863983154297,0.8598448634147644,0.9023618102073669,sub-1254038
0.01975916512310505,25.982650756835938,0.8427610397338867,0.9112223386764526,sub-1255198
0.020757518708705902,25.385587692260742,0.8744583129882812,0.9274886846542358,sub-1275722
