"age","sex","dataset","mu","sigma","nu","tau"
49.5,"M","IXI",0.00549071146918409,0.0650528445089543,1.55370728256571,18.7053241867337
50,"M","IXI",0.00548504176151042,0.065383815232747,1.55370728256571,18.7053241867337
50.5,"M","IXI",0.00547937204805727,0.0657147859852664,1.55370728256571,18.7053241867337
51,"M","IXI",0.00547370134508912,0.0660457616094105,1.55370728256571,18.7053241867337
51.5,"M","IXI",0.00546802439082925,0.0663767681807803,1.55370728256571,18.7053241867337
52,"M","IXI",0.0054623346228538,0.0667078382647407,1.55370728256571,18.7053241867337
52.5,"M","IXI",0.0054566244605401,0.0670390096462546,1.55370728256571,18.7053241867337
53,"M","IXI",0.00545088399813513,0.0673703322574557,1.55370728256571,18.7053241867337
53.5,"M","IXI",0.00544510166424106,0.0677018656085724,1.55370728256571,18.7053241867337
54,"M","IXI",0.00543926447792573,0.068033677804934,1.55370728256571,18.7053241867337
54.5,"M","IXI",0.00543335875858982,0.0683658419647438,1.55370728256571,18.7053241867337
55,"M","IXI",0.00542737059459432,0.0686984342338291,1.55370728256571,18.7053241867337
55.5,"M","IXI",0.00542128593031129,0.0690315341883887,1.55370728256571,18.7053241867337
56,"M","IXI",0.00541509110553509,0.069365224087617,1.55370728256571,18.7053241867337
56.5,"M","IXI",0.00540877304520037,0.0696995882107861,1.55370728256571,18.7053241867337
57,"M","IXI",0.00540231918992199,0.0700347113907575,1.55370728256571,18.7053241867337
57.5,"M","IXI",0.0053957185235669,0.0703706778741784,1.55370728256571,18.7053241867337
58,"M","IXI",0.00538896299048011,0.0707075703270135,1.55370728256571,18.7053241867337
58.5,"M","IXI",0.00538204670186361,0.0710454695350208,1.55370728256571,18.7053241867337
59,"M","IXI",0.0053749648404609,0.0713844553860261,1.55370728256571,18.7053241867337
59.5,"M","IXI",0.00536771321596781,0.0717246067303448,1.55370728256571,18.7053241867337
60,"M","IXI",0.00536028927332178,0.0720659998230973,1.55370728256571,18.7053241867337
60.5,"M","IXI",0.00535269304490558,0.072408706377555,1.55370728256571,18.7053241867337
61,"M","IXI",0.00534492661413788,0.0727527941263173,1.55370728256571,18.7053241867337
61.5,"M","IXI",0.00533699327580455,0.0730983278397528,1.55370728256571,18.7053241867337
62,"M","IXI",0.00532889756714119,0.0734453687006661,1.55370728256571,18.7053241867337
62.5,"M","IXI",0.00532064475843155,0.0737939748866785,1.55370728256571,18.7053241867337
63,"M","IXI",0.00531224103841333,0.0741441988617943,1.55370728256571,18.7053241867337
63.5,"M","IXI",0.00530369295364638,0.0744960897779547,1.55370728256571,18.7053241867337
64,"M","IXI",0.0052950069848438,0.0748496939768468,1.55370728256571,18.7053241867337
64.5,"M","IXI",0.00528618881000789,0.0752050514285639,1.55370728256571,18.7053241867337
65,"M","IXI",0.00527724287854078,0.0755621944468123,1.55370728256571,18.7053241867337
65.5,"M","IXI",0.00526817217955247,0.0759211493756445,1.55370728256571,18.7053241867337
66,"M","IXI",0.00525897847224599,0.076281937982264,1.55370728256571,18.7053241867337
66.5,"M","IXI",0.00524966305682415,0.0766445803432166,1.55370728256571,18.7053241867337
67,"M","IXI",0.00524022687946313,0.0770090950398071,1.55370728256571,18.7053241867337
67.5,"M","IXI",0.00523067051266372,0.0773754990958587,1.55370728256571,18.7053241867337
68,"M","IXI",0.00522099449645097,0.0777438092212736,1.55370728256571,18.7053241867337
68.5,"M","IXI",0.00521119929980989,0.078114036932526,1.55370728256571,18.7053241867337
69,"M","IXI",0.00520128544260319,0.0784861858573054,1.55370728256571,18.7053241867337
69.5,"M","IXI",0.0051912536531593,0.0788602563412748,1.55370728256571,18.7053241867337
70,"M","IXI",0.00518110520921833,0.0792362451988437,1.55370728256571,18.7053241867337
70.5,"M","IXI",0.00517084316420227,0.0796141390971092,1.55370728256571,18.7053241867337
71,"M","IXI",0.00516047252243899,0.07999391411348,1.55370728256571,18.7053241867337
71.5,"M","IXI",0.00514999916273708,0.0803755416107211,1.55370728256571,18.7053241867337
72,"M","IXI",0.00513942918236948,0.0807589917187242,1.55370728256571,18.7053241867337
72.5,"M","IXI",0.00512876882520956,0.0811442333712778,1.55370728256571,18.7053241867337
73,"M","IXI",0.00511802468368504,0.0815312321223145,1.55370728256571,18.7053241867337
73.5,"M","IXI",0.00510720378885368,0.0819199504528525,1.55370728256571,18.7053241867337
74,"M","IXI",0.00509631326178743,0.0823103481341449,1.55370728256571,18.7053241867337
74.5,"M","IXI",0.00508536052813121,0.0827023700149763,1.55370728256571,18.7053241867337
75,"M","IXI",0.00507435312429469,0.0830959555173588,1.55370728256571,18.7053241867337
75.5,"M","IXI",0.00506329886151988,0.0834910445136385,1.55370728256571,18.7053241867337
76,"M","IXI",0.00505220658276541,0.0838875785896851,1.55370728256571,18.7053241867337
76.5,"M","IXI",0.00504108439847673,0.0842854930643229,1.55370728256571,18.7053241867337
77,"M","IXI",0.00502993773177149,0.0846847048733243,1.55370728256571,18.7053241867337
77.5,"M","IXI",0.00501877154691361,0.0850851278136067,1.55370728256571,18.7053241867337
78,"M","IXI",0.00500759080816701,0.085486675682088,1.55370728256571,18.7053241867337
78.5,"M","IXI",0.00499640047979564,0.0858892622756856,1.55370728256571,18.7053241867337
79,"M","IXI",0.00498520552606341,0.0862928013913173,1.55370728256571,18.7053241867337
79.5,"M","IXI",0.00497401090863495,0.0866972068071332,1.55370728256571,18.7053241867337
80,"M","IXI",0.00496282077477128,0.0871023864211855,1.55370728256571,18.7053241867337
80.5,"M","IXI",0.00495163730426822,0.0875082339261751,1.55370728256571,18.7053241867337
81,"M","IXI",0.00494046236721951,0.0879146413056544,1.55370728256571,18.7053241867337
81.5,"M","IXI",0.00492929709554801,0.0883215162385759,1.55370728256571,18.7053241867337
82,"M","IXI",0.00491814165114559,0.0887287870292319,1.55370728256571,18.7053241867337
82.5,"M","IXI",0.00490699612994444,0.089136383384386,1.55370728256571,18.7053241867337
83,"M","IXI",0.00489586062787672,0.0895442350108018,1.55370728256571,18.7053241867337
83.5,"M","IXI",0.00488473524066491,0.0899522716201711,1.55370728256571,18.7053241867337
84,"M","IXI",0.00487361961698332,0.0903604334295649,1.55370728256571,18.7053241867337
84.5,"M","IXI",0.00486251201405498,0.0907686933543713,1.55370728256571,18.7053241867337
85,"M","IXI",0.00485141041916044,0.0911770306534746,1.55370728256571,18.7053241867337
85.5,"M","IXI",0.00484031281958024,0.0915854245857593,1.55370728256571,18.7053241867337
86,"M","IXI",0.00482921720259492,0.0919938544101095,1.55370728256571,18.7053241867337
86.5,"M","IXI",0.00481812177978866,0.0924022988858056,1.55370728256571,18.7053241867337
87,"M","IXI",0.00480702631263315,0.0928107441228369,1.55370728256571,18.7053241867337
87.5,"M","IXI",0.00479593084547763,0.0932191893598682,1.55370728256571,18.7053241867337
88,"M","IXI",0.00478483537832211,0.0936276345968995,1.55370728256571,18.7053241867337
88.5,"M","IXI",0.00477373991116659,0.0940360798339308,1.55370728256571,18.7053241867337
89,"M","IXI",0.00476264444401107,0.0944445250709621,1.55370728256571,18.7053241867337
89.5,"M","IXI",0.00475154897685556,0.0948529703079934,1.55370728256571,18.7053241867337
90,"M","IXI",0.00474045350970004,0.0952614155450247,1.55370728256571,18.7053241867337
90.5,"M","IXI",0.00472935804254452,0.095669860782056,1.55370728256571,18.7053241867337
91,"M","IXI",0.004718262575389,0.0960783060190873,1.55370728256571,18.7053241867337
91.5,"M","IXI",0.00470716710823348,0.0964867512561186,1.55370728256571,18.7053241867337
92,"M","IXI",0.00469607164107796,0.0968951964931499,1.55370728256571,18.7053241867337
92.5,"M","IXI",0.00468497617392245,0.0973036417301812,1.55370728256571,18.7053241867337
93,"M","IXI",0.00467388070676693,0.0977120869672125,1.55370728256571,18.7053241867337
93.5,"M","IXI",0.00466278523961141,0.0981205322042437,1.55370728256571,18.7053241867337
94,"M","IXI",0.00465168977245589,0.098528977441275,1.55370728256571,18.7053241867337
94.5,"M","IXI",0.00464059430530037,0.0989374226783063,1.55370728256571,18.7053241867337
95,"M","IXI",0.00462949883814485,0.0993458679153376,1.55370728256571,18.7053241867337
45,"F","OASIS2",0.00583921075758895,0.061183117228962,1.55370728256571,18.7053241867337
45.5,"F","OASIS2",0.00582984221940653,0.0615421478467182,1.55370728256571,18.7053241867337
46,"F","OASIS2",0.0058204736812241,0.0619011784644743,1.55370728256571,18.7053241867337
46.5,"F","OASIS2",0.00581110514304168,0.0622602090822305,1.55370728256571,18.7053241867337
47,"F","OASIS2",0.00580173660485925,0.0626192396999866,1.55370728256571,18.7053241867337
47.5,"F","OASIS2",0.00579236806667683,0.0629782703177428,1.55370728256571,18.7053241867337
48,"F","OASIS2",0.0057829995284944,0.0633373009354989,1.55370728256571,18.7053241867337
48.5,"F","OASIS2",0.00577363099031198,0.0636963315532551,1.55370728256571,18.7053241867337
49,"F","OASIS2",0.00576426245212955,0.0640553621710113,1.55370728256571,18.7053241867337
49.5,"F","OASIS2",0.00575489391394713,0.0644143927887674,1.55370728256571,18.7053241867337
50,"F","OASIS2",0.00574552537576471,0.0647734234065236,1.55370728256571,18.7053241867337
50.5,"F","OASIS2",0.00573615683758228,0.0651324540242797,1.55370728256571,18.7053241867337
51,"F","OASIS2",0.00572678829939986,0.0654914846420359,1.55370728256571,18.7053241867337
51.5,"F","OASIS2",0.00571741976121743,0.065850515259792,1.55370728256571,18.7053241867337
52,"F","OASIS2",0.00570805122303501,0.0662095458775482,1.55370728256571,18.7053241867337
52.5,"F","OASIS2",0.00569868268485258,0.0665685764953043,1.55370728256571,18.7053241867337
53,"F","OASIS2",0.00568931414667016,0.0669276071130605,1.55370728256571,18.7053241867337
53.5,"F","OASIS2",0.00567994560848773,0.0672866377308166,1.55370728256571,18.7053241867337
54,"F","OASIS2",0.00567057707030531,0.0676456683485728,1.55370728256571,18.7053241867337
54.5,"F","OASIS2",0.00566120853212288,0.068004698966329,1.55370728256571,18.7053241867337
55,"F","OASIS2",0.00565183999394046,0.0683637295840851,1.55370728256571,18.7053241867337
55.5,"F","OASIS2",0.00564247145575804,0.0687227602018413,1.55370728256571,18.7053241867337
56,"F","OASIS2",0.00563310291757561,0.0690817908195974,1.55370728256571,18.7053241867337
56.5,"F","OASIS2",0.00562373437939319,0.0694408214373536,1.55370728256571,18.7053241867337
57,"F","OASIS2",0.00561436584121076,0.0697998520551097,1.55370728256571,18.7053241867337
57.5,"F","OASIS2",0.00560499730302834,0.0701588826728659,1.55370728256571,18.7053241867337
58,"F","OASIS2",0.00559562876484591,0.070517913290622,1.55370728256571,18.7053241867337
58.5,"F","OASIS2",0.00558626022666349,0.0708769439083782,1.55370728256571,18.7053241867337
59,"F","OASIS2",0.00557689168848107,0.0712359745261344,1.55370728256571,18.7053241867337
59.5,"F","OASIS2",0.00556752315029864,0.0715950051438905,1.55370728256571,18.7053241867337
60,"F","OASIS2",0.00555815461211622,0.0719540357616467,1.55370728256571,18.7053241867337
60.5,"F","OASIS2",0.00554878583862361,0.0723130714325814,1.55370728256571,18.7053241867337
61,"F","OASIS2",0.0055394156584514,0.0726721373102804,1.55370728256571,18.7053241867337
61.5,"F","OASIS2",0.00553004214753934,0.0730312739254523,1.55370728256571,18.7053241867337
62,"F","OASIS2",0.00552066130194167,0.0733905633291996,1.55370728256571,18.7053241867337
62.5,"F","OASIS2",0.0055112685977412,0.0737500979527231,1.55370728256571,18.7053241867337
63,"F","OASIS2",0.00550185951102076,0.0741099702272235,1.55370728256571,18.7053241867337
63.5,"F","OASIS2",0.00549242935328424,0.0744702737590379,1.55370728256571,18.7053241867337
64,"F","OASIS2",0.00548297277771965,0.0748311068550481,1.55370728256571,18.7053241867337
64.5,"F","OASIS2",0.00547348427293608,0.0751925689972721,1.55370728256571,18.7053241867337
65,"F","OASIS2",0.0054639583275426,0.0755547596677277,1.55370728256571,18.7053241867337
65.5,"F","OASIS2",0.00545438929345631,0.075917778231795,1.55370728256571,18.7053241867337
66,"F","OASIS2",0.00544477097582646,0.0762817235883023,1.55370728256571,18.7053241867337
66.5,"F","OASIS2",0.00543509681579443,0.076646693258945,1.55370728256571,18.7053241867337
67,"F","OASIS2",0.00542535934523781,0.0770127797234401,1.55370728256571,18.7053241867337
67.5,"F","OASIS2",0.00541555088212035,0.0773800735634194,1.55370728256571,18.7053241867337
68,"F","OASIS2",0.00540566379801404,0.077748662810152,1.55370728256571,18.7053241867337
68.5,"F","OASIS2",0.00539569058320525,0.0781186341371808,1.55370728256571,18.7053241867337
69,"F","OASIS2",0.00538562414922952,0.0784900713375064,1.55370728256571,18.7053241867337
69.5,"F","OASIS2",0.00537545846354139,0.0788630537784488,1.55370728256571,18.7053241867337
70,"F","OASIS2",0.00536519129602214,0.0792376460051482,1.55370728256571,18.7053241867337
70.5,"F","OASIS2",0.00535482185626189,0.0796139074189498,1.55370728256571,18.7053241867337
71,"F","OASIS2",0.00534435131025934,0.0799918916682011,1.55370728256571,18.7053241867337
71.5,"F","OASIS2",0.00533378237784539,0.0803716483422631,1.55370728256571,18.7053241867337
72,"F","OASIS2",0.00532312203777114,0.0807532165475495,1.55370728256571,18.7053241867337
72.5,"F","OASIS2",0.00531237833351776,0.0811366327697373,1.55370728256571,18.7053241867337
73,"F","OASIS2",0.0053015593085664,0.0815219334945037,1.55370728256571,18.7053241867337
73.5,"F","OASIS2",0.00529067366320109,0.0819091535348173,1.55370728256571,18.7053241867337
74,"F","OASIS2",0.00527973272491731,0.082298321012814,1.55370728256571,18.7053241867337
74.5,"F","OASIS2",0.00526874865873906,0.0826894618791766,1.55370728256571,18.7053241867337
75,"F","OASIS2",0.00525773435259292,0.0830826000896092,1.55370728256571,18.7053241867337
75.5,"F","OASIS2",0.00524670312824123,0.0834777580854158,1.55370728256571,18.7053241867337
76,"F","OASIS2",0.00523566931988668,0.0838749542452791,1.55370728256571,18.7053241867337
76.5,"F","OASIS2",0.00522464758517691,0.0842742054101156,1.55370728256571,18.7053241867337
77,"F","OASIS2",0.00521365286309891,0.0846755263323994,1.55370728256571,18.7053241867337
77.5,"F","OASIS2",0.00520270017988416,0.0850789289179621,1.55370728256571,18.7053241867337
78,"F","OASIS2",0.00519180462940249,0.0854844157745075,1.55370728256571,18.7053241867337
78.5,"F","OASIS2",0.00518098091367863,0.0858919838416585,1.55370728256571,18.7053241867337
79,"F","OASIS2",0.00517024209971836,0.0863016166848409,1.55370728256571,18.7053241867337
79.5,"F","OASIS2",0.00515960049212314,0.0867132929270966,1.55370728256571,18.7053241867337
80,"F","OASIS2",0.00514906698089616,0.0871269847961282,1.55370728256571,18.7053241867337
80.5,"F","OASIS2",0.00513865210239104,0.0875426629208037,1.55370728256571,18.7053241867337
81,"F","OASIS2",0.00512836639296136,0.087960297929991,1.55370728256571,18.7053241867337
81.5,"F","OASIS2",0.0051182186039561,0.0883798550459771,1.55370728256571,18.7053241867337
82,"F","OASIS2",0.00510821034670553,0.0888012778647254,1.55370728256571,18.7053241867337
82.5,"F","OASIS2",0.00509834105343353,0.0892245033801751,1.55370728256571,18.7053241867337
83,"F","OASIS2",0.00508860857995699,0.0896494638044918,1.55370728256571,18.7053241867337
83.5,"F","OASIS2",0.00507900997835662,0.0900760887976097,1.55370728256571,18.7053241867337
84,"F","OASIS2",0.00506954066217535,0.0905043025923082,1.55370728256571,18.7053241867337
84.5,"F","OASIS2",0.00506019563532171,0.0909340280645787,1.55370728256571,18.7053241867337
85,"F","OASIS2",0.00505096990170419,0.0913651880904123,1.55370728256571,18.7053241867337
85.5,"F","OASIS2",0.00504185818019708,0.0917977043432422,1.55370728256571,18.7053241867337
86,"F","OASIS2",0.00503285404953768,0.0922314936862692,1.55370728256571,18.7053241867337
86.5,"F","OASIS2",0.0050239504178737,0.0926664697116015,1.55370728256571,18.7053241867337
87,"F","OASIS2",0.00501513865113137,0.0931025377372099,1.55370728256571,18.7053241867337
87.5,"F","OASIS2",0.00500640964537848,0.0935396003944096,1.55370728256571,18.7053241867337
88,"F","OASIS2",0.00499775395947052,0.0939775578420307,1.55370728256571,18.7053241867337
88.5,"F","OASIS2",0.0049891621612876,0.0944163097855259,1.55370728256571,18.7053241867337
89,"F","OASIS2",0.00498062519202071,0.0948557565893216,1.55370728256571,18.7053241867337
89.5,"F","OASIS2",0.00497213450367722,0.0952958015092912,1.55370728256571,18.7053241867337
90,"F","OASIS2",0.00496368321821936,0.0957363587081226,1.55370728256571,18.7053241867337
90.5,"F","OASIS2",0.00495526487509808,0.0961773450752072,1.55370728256571,18.7053241867337
91,"F","OASIS2",0.00494687301376432,0.0966186774999366,1.55370728256571,18.7053241867337
91.5,"F","OASIS2",0.00493850117366901,0.0970602728717021,1.55370728256571,18.7053241867337
92,"F","OASIS2",0.0049301428942631,0.0975020480798952,1.55370728256571,18.7053241867337
92.5,"F","OASIS2",0.00492179220137934,0.0979439258215287,1.55370728256571,18.7053241867337
93,"F","OASIS2",0.00491344506637774,0.0983858520241001,1.55370728256571,18.7053241867337
93.5,"F","OASIS2",0.00490509852956449,0.0988277863688468,1.55370728256571,18.7053241867337
94,"F","OASIS2",0.00489675199275123,0.0992697207135934,1.55370728256571,18.7053241867337
94.5,"F","OASIS2",0.00488840545593798,0.0997116550583401,1.55370728256571,18.7053241867337
95,"F","OASIS2",0.00488005891912473,0.100153589403087,1.55370728256571,18.7053241867337
45,"M","OASIS2",0.00555521709298094,0.0612331338665269,1.55370728256571,18.7053241867337
45.5,"M","OASIS2",0.00554593149341929,0.0615907350527348,1.55370728256571,18.7053241867337
46,"M","OASIS2",0.00553664589385763,0.0619483362389427,1.55370728256571,18.7053241867337
46.5,"M","OASIS2",0.00552736029429597,0.0623059374251506,1.55370728256571,18.7053241867337
47,"M","OASIS2",0.00551807469473431,0.0626635386113585,1.55370728256571,18.7053241867337
47.5,"M","OASIS2",0.00550878909517265,0.0630211397975664,1.55370728256571,18.7053241867337
48,"M","OASIS2",0.00549950349561099,0.0633787409837743,1.55370728256571,18.7053241867337
48.5,"M","OASIS2",0.00549021789604933,0.0637363421699822,1.55370728256571,18.7053241867337
49,"M","OASIS2",0.00548093229648768,0.0640939433561901,1.55370728256571,18.7053241867337
49.5,"M","OASIS2",0.00547164669692602,0.064451544542398,1.55370728256571,18.7053241867337
50,"M","OASIS2",0.00546236109736436,0.0648091457286059,1.55370728256571,18.7053241867337
50.5,"M","OASIS2",0.0054530754978027,0.0651667469148138,1.55370728256571,18.7053241867337
51,"M","OASIS2",0.00544378989824104,0.0655243481010217,1.55370728256571,18.7053241867337
51.5,"M","OASIS2",0.00543450429867938,0.0658819492872297,1.55370728256571,18.7053241867337
52,"M","OASIS2",0.00542521869911773,0.0662395504734375,1.55370728256571,18.7053241867337
52.5,"M","OASIS2",0.00541593309955607,0.0665971516596455,1.55370728256571,18.7053241867337
53,"M","OASIS2",0.00540664749999441,0.0669547528458534,1.55370728256571,18.7053241867337
53.5,"M","OASIS2",0.00539736190043275,0.0673123540320613,1.55370728256571,18.7053241867337
54,"M","OASIS2",0.00538807630087109,0.0676699552182692,1.55370728256571,18.7053241867337
54.5,"M","OASIS2",0.00537879070130943,0.0680275564044771,1.55370728256571,18.7053241867337
55,"M","OASIS2",0.00536950510174778,0.068385157590685,1.55370728256571,18.7053241867337
55.5,"M","OASIS2",0.00536021950218612,0.0687427587768929,1.55370728256571,18.7053241867337
56,"M","OASIS2",0.00535093390262446,0.0691003599631008,1.55370728256571,18.7053241867337
56.5,"M","OASIS2",0.0053416483030628,0.0694579611493087,1.55370728256571,18.7053241867337
57,"M","OASIS2",0.00533236270350114,0.0698155623355166,1.55370728256571,18.7053241867337
57.5,"M","OASIS2",0.00532307710393948,0.0701731635217245,1.55370728256571,18.7053241867337
58,"M","OASIS2",0.00531379150437783,0.0705307647079324,1.55370728256571,18.7053241867337
58.5,"M","OASIS2",0.00530450590481617,0.0708883658941403,1.55370728256571,18.7053241867337
59,"M","OASIS2",0.00529522030525451,0.0712459670803482,1.55370728256571,18.7053241867337
59.5,"M","OASIS2",0.00528593470569285,0.0716035682665561,1.55370728256571,18.7053241867337
60,"M","OASIS2",0.00527664910613119,0.071961169452764,1.55370728256571,18.7053241867337
60.5,"M","OASIS2",0.00526736282572168,0.0723187850566615,1.55370728256571,18.7053241867337
61,"M","OASIS2",0.0052580723285467,0.0726764900761676,1.55370728256571,18.7053241867337
61.5,"M","OASIS2",0.00524877333200166,0.0730343753816266,1.55370728256571,18.7053241867337
62,"M","OASIS2",0.00523946155348193,0.0733925318433826,1.55370728256571,18.7053241867337
62.5,"M","OASIS2",0.0052301327103829,0.0737510503317799,1.55370728256571,18.7053241867337
63,"M","OASIS2",0.00522078252009996,0.0741100217171627,1.55370728256571,18.7053241867337
63.5,"M","OASIS2",0.00521140670002848,0.0744695368698752,1.55370728256571,18.7053241867337
64,"M","OASIS2",0.00520200096756386,0.0748296866602616,1.55370728256571,18.7053241867337
64.5,"M","OASIS2",0.00519256104010148,0.0751905619586662,1.55370728256571,18.7053241867337
65,"M","OASIS2",0.00518308263503672,0.0755522536354331,1.55370728256571,18.7053241867337
65.5,"M","OASIS2",0.00517356096855186,0.0759148526024651,1.55370728256571,18.7053241867337
66,"M","OASIS2",0.00516398925197665,0.0762784499378988,1.55370728256571,18.7053241867337
66.5,"M","OASIS2",0.00515436019542776,0.0766431367614293,1.55370728256571,18.7053241867337
67,"M","OASIS2",0.00514466650902183,0.0770090041927519,1.55370728256571,18.7053241867337
67.5,"M","OASIS2",0.00513490085280919,0.0773761420212597,1.55370728256571,18.7053241867337
68,"M","OASIS2",0.0051250556865749,0.0777446347151381,1.55370728256571,18.7053241867337
68.5,"M","OASIS2",0.0051151239035071,0.0781145620356389,1.55370728256571,18.7053241867337
69,"M","OASIS2",0.00510510033067138,0.0784859902374891,1.55370728256571,18.7053241867337
69.5,"M","OASIS2",0.00509498077276544,0.078858980508838,1.55370728256571,18.7053241867337
70,"M","OASIS2",0.00508476301113775,0.0792335872780499,1.55370728256571,18.7053241867337
70.5,"M","OASIS2",0.0050744453212995,0.0796098632835432,1.55370728256571,18.7053241867337
71,"M","OASIS2",0.00506402597876184,0.0799878612637362,1.55370728256571,18.7053241867337
71.5,"M","OASIS2",0.00505350396578642,0.0803676324900377,1.55370728256571,18.7053241867337
72,"M","OASIS2",0.00504288109163664,0.0807492223658193,1.55370728256571,18.7053241867337
72.5,"M","OASIS2",0.00503215987232636,0.0811326748274434,1.55370728256571,18.7053241867337
73,"M","OASIS2",0.00502134282386945,0.081518033811272,1.55370728256571,18.7053241867337
73.5,"M","OASIS2",0.00501043354927566,0.0819053409845897,1.55370728256571,18.7053241867337
74,"M","OASIS2",0.00499943999953822,0.0822946289383694,1.55370728256571,18.7053241867337
74.5,"M","OASIS2",0.00498837246819686,0.0826859248511634,1.55370728256571,18.7053241867337
75,"M","OASIS2",0.00497724627099362,0.0830792433281516,1.55370728256571,18.7053241867337
75.5,"M","OASIS2",0.00496607826760272,0.0834745947541673,1.55370728256571,18.7053241867337
76,"M","OASIS2",0.00495488647122493,0.0838719852060297,1.55370728256571,18.7053241867337
76.5,"M","OASIS2",0.00494368933004531,0.0842714184882563,1.55370728256571,18.7053241867337
77,"M","OASIS2",0.00493250587865967,0.0846728936241733,1.55370728256571,18.7053241867337
77.5,"M","OASIS2",0.00492135530865789,0.0850764055595065,1.55370728256571,18.7053241867337
78,"M","OASIS2",0.00491025685319527,0.085481937710773,1.55370728256571,18.7053241867337
78.5,"M","OASIS2",0.0048992297558185,0.0858894706121876,1.55370728256571,18.7053241867337
79,"M","OASIS2",0.00488829326007423,0.0862989847979651,1.55370728256571,18.7053241867337
79.5,"M","OASIS2",0.00487746613637198,0.0867104586830709,1.55370728256571,18.7053241867337
80,"M","OASIS2",0.00486676526257265,0.0871238622054733,1.55370728256571,18.7053241867337
80.5,"M","OASIS2",0.00485620417736876,0.0875391532454992,1.55370728256571,18.7053241867337
81,"M","OASIS2",0.00484578495532805,0.0879562499299064,1.55370728256571,18.7053241867337
81.5,"M","OASIS2",0.0048355058786405,0.0883750575446624,1.55370728256571,18.7053241867337
82,"M","OASIS2",0.00482536152410981,0.0887954697661439,1.55370728256571,18.7053241867337
82.5,"M","OASIS2",0.00481534554219314,0.0892173773683294,1.55370728256571,18.7053241867337
83,"M","OASIS2",0.00480545158334764,0.0896406711251977,1.55370728256571,18.7053241867337
83.5,"M","OASIS2",0.00479567329803046,0.0900652418107273,1.55370728256571,18.7053241867337
84,"M","OASIS2",0.00478600433669875,0.090490980198897,1.55370728256571,18.7053241867337
84.5,"M","OASIS2",0.00477643755899017,0.0909177749945637,1.55370728256571,18.7053241867337
85,"M","OASIS2",0.00476696266126441,0.091345506626098,1.55370728256571,18.7053241867337
85.5,"M","OASIS2",0.00475756854906165,0.0917740534527488,1.55370728256571,18.7053241867337
86,"M","OASIS2",0.00474824412792209,0.092203293833765,1.55370728256571,18.7053241867337
86.5,"M","OASIS2",0.0047389782509218,0.0926331075456212,1.55370728256571,18.7053241867337
87,"M","OASIS2",0.00472975956128041,0.093063380033695,1.55370728256571,18.7053241867337
87.5,"M","OASIS2",0.00472057705823578,0.0934940025931845,1.55370728256571,18.7053241867337
88,"M","OASIS2",0.00471142137495527,0.0939248842496666,1.55370728256571,18.7053241867337
88.5,"M","OASIS2",0.00470228355308861,0.0943559384613128,1.55370728256571,18.7053241867337
89,"M","OASIS2",0.00469315463428552,0.0947870786862946,1.55370728256571,18.7053241867337
89.5,"M","OASIS2",0.00468402718089745,0.0952182330706681,1.55370728256571,18.7053241867337
90,"M","OASIS2",0.00467489972750938,0.0956493874550416,1.55370728256571,18.7053241867337
90.5,"M","OASIS2",0.00466577227412131,0.0960805418394151,1.55370728256571,18.7053241867337
91,"M","OASIS2",0.00465664482073324,0.0965116962237886,1.55370728256571,18.7053241867337
91.5,"M","OASIS2",0.00464751736734517,0.096942850608162,1.55370728256571,18.7053241867337
92,"M","OASIS2",0.0046383899139571,0.0973740049925355,1.55370728256571,18.7053241867337
92.5,"M","OASIS2",0.00462926246056903,0.097805159376909,1.55370728256571,18.7053241867337
93,"M","OASIS2",0.00462013500718096,0.0982363137612825,1.55370728256571,18.7053241867337
93.5,"M","OASIS2",0.00461100755379289,0.098667468145656,1.55370728256571,18.7053241867337
94,"M","OASIS2",0.00460188010040482,0.0990986225300295,1.55370728256571,18.7053241867337
94.5,"M","OASIS2",0.00459275264701675,0.099529776914403,1.55370728256571,18.7053241867337
95,"M","OASIS2",0.00458362519362868,0.0999609312987765,1.55370728256571,18.7053241867337
45,"F","OASIS3",0.00574643534651228,0.0622654420105103,1.55370728256571,18.7053241867337
45.5,"F","OASIS3",0.00574252874432212,0.0625862013841788,1.55370728256571,18.7053241867337
46,"F","OASIS3",0.00573862139389191,0.06290696543447,1.55370728256571,18.7053241867337
46.5,"F","OASIS3",0.00573471089152027,0.0632277489915339,1.55370728256571,18.7053241867337
47,"F","OASIS3",0.00573079234430171,0.0635485816509353,1.55370728256571,18.7053241867337
47.5,"F","OASIS3",0.00572686018065367,0.0638694970031382,1.55370728256571,18.7053241867337
48,"F","OASIS3",0.00572290844043729,0.0641905307361945,1.55370728256571,18.7053241867337
48.5,"F","OASIS3",0.00571892989118334,0.0645117253594966,1.55370728256571,18.7053241867337
49,"F","OASIS3",0.00571491572324216,0.0648331316270995,1.55370728256571,18.7053241867337
49.5,"F","OASIS3",0.00571085662422175,0.065154802910907,1.55370728256571,18.7053241867337
50,"F","OASIS3",0.00570674327356376,0.065476792625073,1.55370728256571,18.7053241867337
50.5,"F","OASIS3",0.00570256601952778,0.0657991558962627,1.55370728256571,18.7053241867337
51,"F","OASIS3",0.00569831475686623,0.0661219501961838,1.55370728256571,18.7053241867337
51.5,"F","OASIS3",0.00569397934749073,0.066445233166509,1.55370728256571,18.7053241867337
