"age","sex","dataset","mu","sigma","nu","tau"
78,"M","ADNI",0.00491382795316018,0.0854860271446501,1.55370728256571,18.7053241867337
78.5,"M","ADNI",0.00490269724853643,0.0858932128113105,1.55370728256571,18.7053241867337
79,"M","ADNI",0.00489162029769543,0.0863020743435821,1.55370728256571,18.7053241867337
79.5,"M","ADNI",0.00488060666744256,0.0867125345567861,1.55370728256571,18.7053241867337
80,"M","ADNI",0.00486966428620615,0.0871245096450732,1.55370728256571,18.7053241867337
80.5,"M","ADNI",0.00485879860305029,0.0875379066775468,1.55370728256571,18.7053241867337
81,"M","ADNI",0.00484801299163061,0.0879526259675036,1.55370728256571,18.7053241867337
81.5,"M","ADNI",0.00483730795653408,0.0883685598761114,1.55370728256571,18.7053241867337
82,"M","ADNI",0.00482668166211219,0.0887855947348825,1.55370728256571,18.7053241867337
82.5,"M","ADNI",0.00481613091403501,0.0892036141120112,1.55370728256571,18.7053241867337
83,"M","ADNI",0.00480565155446026,0.0896224998994594,1.55370728256571,18.7053241867337
83.5,"M","ADNI",0.00479523844878951,0.090042133610031,1.55370728256571,18.7053241867337
84,"M","ADNI",0.00478488492054179,0.0904623974357595,1.55370728256571,18.7053241867337
84.5,"M","ADNI",0.00477458327632327,0.0908831767373438,1.55370728256571,18.7053241867337
85,"M","ADNI",0.00476432528116288,0.0913043661549681,1.55370728256571,18.7053241867337
85.5,"M","ADNI",0.00475410306828505,0.0917258807202123,1.55370728256571,18.7053241867337
86,"M","ADNI",0.00474390956488597,0.0921476530568236,1.55370728256571,18.7053241867337
86.5,"M","ADNI",0.00473373877081899,0.0925696285365649,1.55370728256571,18.7053241867337
87,"M","ADNI",0.00472358514025378,0.0929917576441425,1.55370728256571,18.7053241867337
87.5,"M","ADNI",0.00471344323121863,0.0934139917934243,1.55370728256571,18.7053241867337
88,"M","ADNI",0.00470330912370925,0.0938362959404127,1.55370728256571,18.7053241867337
88.5,"M","ADNI",0.00469318006933486,0.0942586454658725,1.55370728256571,18.7053241867337
89,"M","ADNI",0.00468305334984264,0.0946810160187293,1.55370728256571,18.7053241867337
89.5,"M","ADNI",0.00467292689170724,0.0951033889682599,1.55370728256571,18.7053241867337
90,"M","ADNI",0.00466280043357185,0.0955257619177905,1.55370728256571,18.7053241867337
90.5,"M","ADNI",0.00465267397543645,0.0959481348673211,1.55370728256571,18.7053241867337
91,"M","ADNI",0.00464254751730105,0.0963705078168517,1.55370728256571,18.7053241867337
91.5,"M","ADNI",0.00463242105916565,0.0967928807663823,1.55370728256571,18.7053241867337
92,"M","ADNI",0.00462229460103025,0.0972152537159129,1.55370728256571,18.7053241867337
92.5,"M","ADNI",0.00461216814289486,0.0976376266654435,1.55370728256571,18.7053241867337
93,"M","ADNI",0.00460204168475946,0.0980599996149741,1.55370728256571,18.7053241867337
93.5,"M","ADNI",0.00459191522662406,0.0984823725645047,1.55370728256571,18.7053241867337
94,"M","ADNI",0.00458178876848866,0.0989047455140353,1.55370728256571,18.7053241867337
94.5,"M","ADNI",0.00457166231035327,0.0993271184635659,1.55370728256571,18.7053241867337
95,"M","ADNI",0.00456153585221787,0.0997494914130965,1.55370728256571,18.7053241867337
45,"F","IXI",0.00581811670652756,0.0621063323515662,1.55370728256571,18.7053241867337
45.5,"F","IXI",0.00581267859275309,0.0624361482890038,1.55370728256571,18.7053241867337
46,"F","IXI",0.00580724047897861,0.0627659642264414,1.55370728256571,18.7053241867337
46.5,"F","IXI",0.00580180236520413,0.0630957801638791,1.55370728256571,18.7053241867337
47,"F","IXI",0.00579636425142965,0.0634255961013167,1.55370728256571,18.7053241867337
47.5,"F","IXI",0.00579092613765517,0.0637554120387543,1.55370728256571,18.7053241867337
48,"F","IXI",0.00578548802388069,0.0640852279761919,1.55370728256571,18.7053241867337
48.5,"F","IXI",0.00578004991010621,0.0644150439136295,1.55370728256571,18.7053241867337
49,"F","IXI",0.00577461179633173,0.0647448598510671,1.55370728256571,18.7053241867337
49.5,"F","IXI",0.00576917368255725,0.0650746757885048,1.55370728256571,18.7053241867337
50,"F","IXI",0.00576373556878277,0.0654044917259424,1.55370728256571,18.7053241867337
50.5,"F","IXI",0.00575829713595493,0.0657343091418913,1.55370728256571,18.7053241867337
51,"F","IXI",0.00575285660783804,0.066064136272964,1.55370728256571,18.7053241867337
51.5,"F","IXI",0.00574740972621135,0.0663939927682056,1.55370728256571,18.7053241867337
52,"F","IXI",0.00574195117961078,0.0667239031202139,1.55370728256571,18.7053241867337
52.5,"F","IXI",0.00573647372325366,0.0670539008016614,1.55370728256571,18.7053241867337
53,"F","IXI",0.00573096834449044,0.0673840275331461,1.55370728256571,18.7053241867337
53.5,"F","IXI",0.00572542395361315,0.0677143354172834,1.55370728256571,18.7053241867337
54,"F","IXI",0.00571982733008185,0.0680448881033597,1.55370728256571,18.7053241867337
54.5,"F","IXI",0.00571416280323486,0.0683757640505729,1.55370728256571,18.7053241867337
55,"F","IXI",0.00570841362850205,0.0687070530835161,1.55370728256571,18.7053241867337
55.5,"F","IXI",0.00570256260587173,0.0690388541762253,1.55370728256571,18.7053241867337
56,"F","IXI",0.00569659296693531,0.069371267977819,1.55370728256571,18.7053241867337
56.5,"F","IXI",0.00569048901482523,0.0697043959932767,1.55370728256571,18.7053241867337
57,"F","IXI",0.00568423537435975,0.0700383400869961,1.55370728256571,18.7053241867337
57.5,"F","IXI",0.00567781690743282,0.0703732017790507,1.55370728256571,18.7053241867337
58,"F","IXI",0.00567121911353735,0.0707090816652226,1.55370728256571,18.7053241867337
58.5,"F","IXI",0.00566442867192336,0.0710460787133278,1.55370728256571,18.7053241867337
59,"F","IXI",0.00565743576381235,0.0713842866040689,1.55370728256571,18.7053241867337
59.5,"F","IXI",0.00565023583684525,0.0717237903187039,1.55370728256571,18.7053241867337
60,"F","IXI",0.00564282901252028,0.0720646667479029,1.55370728256571,18.7053241867337
60.5,"F","IXI",0.0056352178354741,0.0724069878270822,1.55370728256571,18.7053241867337
61,"F","IXI",0.00562740814528598,0.0727508181535838,1.55370728256571,18.7053241867337
61.5,"F","IXI",0.00561940777494798,0.0730962169037561,1.55370728256571,18.7053241867337
62,"F","IXI",0.00561122629233185,0.0734432374041534,1.55370728256571,18.7053241867337
62.5,"F","IXI",0.00560287404374522,0.0737919289766926,1.55370728256571,18.7053241867337
63,"F","IXI",0.00559436185902205,0.0741423347652543,1.55370728256571,18.7053241867337
63.5,"F","IXI",0.00558570061262157,0.0744944908773912,1.55370728256571,18.7053241867337
64,"F","IXI",0.00557690059427331,0.0748484284884498,1.55370728256571,18.7053241867337
64.5,"F","IXI",0.00556797041621362,0.0752041706851592,1.55370728256571,18.7053241867337
65,"F","IXI",0.00555891708013022,0.0755617343662674,1.55370728256571,18.7053241867337
65.5,"F","IXI",0.00554974591713556,0.0759211313477339,1.55370728256571,18.7053241867337
66,"F","IXI",0.00554046035490565,0.0762823678325671,1.55370728256571,18.7053241867337
66.5,"F","IXI",0.00553106246333045,0.0766454459340406,1.55370728256571,18.7053241867337
67,"F","IXI",0.00552155381535358,0.0770103659748466,1.55370728256571,18.7053241867337
67.5,"F","IXI",0.00551193559138579,0.0773771261310001,1.55370728256571,18.7053241867337
68,"F","IXI",0.00550220840653491,0.0777457199535305,1.55370728256571,18.7053241867337
68.5,"F","IXI",0.005492372621395,0.0781161372947043,1.55370728256571,18.7053241867337
69,"F","IXI",0.00548242857924253,0.0784883666446319,1.55370728256571,18.7053241867337
69.5,"F","IXI",0.00547237674040053,0.0788623952083946,1.55370728256571,18.7053241867337
70,"F","IXI",0.00546221794871117,0.0792382071983172,1.55370728256571,18.7053241867337
70.5,"F","IXI",0.00545195339831007,0.0796157843795944,1.55370728256571,18.7053241867337
71,"F","IXI",0.00544158506948474,0.0799951039285308,1.55370728256571,18.7053241867337
71.5,"F","IXI",0.00543111666741819,0.0803761328991787,1.55370728256571,18.7053241867337
72,"F","IXI",0.00542055259605995,0.0807588341370248,1.55370728256571,18.7053241867337
72.5,"F","IXI",0.00540989751741129,0.0811431685870156,1.55370728256571,18.7053241867337
73,"F","IXI",0.00539915722079977,0.0815290875554901,1.55370728256571,18.7053241867337
73.5,"F","IXI",0.00538833877721979,0.0819165296960876,1.55370728256571,18.7053241867337
74,"F","IXI",0.00537745009840448,0.0823054234646966,1.55370728256571,18.7053241867337
74.5,"F","IXI",0.00536649932884332,0.0826956930993414,1.55370728256571,18.7053241867337
75,"F","IXI",0.00535549472634424,0.0830872589543413,1.55370728256571,18.7053241867337
75.5,"F","IXI",0.00534444455581866,0.0834800403382003,1.55370728256571,18.7053241867337
76,"F","IXI",0.00533335697999206,0.0838739555694428,1.55370728256571,18.7053241867337
76.5,"F","IXI",0.00532224006917615,0.084268921202927,1.55370728256571,18.7053241867337
77,"F","IXI",0.00531110178727934,0.0846648517318526,1.55370728256571,18.7053241867337
77.5,"F","IXI",0.0052999492377704,0.0850616620321374,1.55370728256571,18.7053241867337
78,"F","IXI",0.00528878852382841,0.0854592676287329,1.55370728256571,18.7053241867337
78.5,"F","IXI",0.00527762568024501,0.0858575841095398,1.55370728256571,18.7053241867337
79,"F","IXI",0.00526646573978189,0.0862565293351174,1.55370728256571,18.7053241867337
79.5,"F","IXI",0.00525531196838342,0.0866560251732643,1.55370728256571,18.7053241867337
80,"F","IXI",0.00524416745196494,0.0870559939000943,1.55370728256571,18.7053241867337
80.5,"F","IXI",0.00523303507731574,0.0874563600477321,1.55370728256571,18.7053241867337
81,"F","IXI",0.00522191536385948,0.087857074969507,1.55370728256571,18.7053241867337
81.5,"F","IXI",0.00521080727837072,0.088258107609576,1.55370728256571,18.7053241867337
82,"F","IXI",0.00519970976058499,0.0886594272184366,1.55370728256571,18.7053241867337
82.5,"F","IXI",0.00518862175023781,0.0890610030465859,1.55370728256571,18.7053241867337
83,"F","IXI",0.0051775421870647,0.0894628043445215,1.55370728256571,18.7053241867337
83.5,"F","IXI",0.00516647001080118,0.0898648003627405,1.55370728256571,18.7053241867337
84,"F","IXI",0.00515540416118279,0.0902669603517403,1.55370728256571,18.7053241867337
84.5,"F","IXI",0.00514434357794504,0.0906692535620183,1.55370728256571,18.7053241867337
85,"F","IXI",0.00513328720082345,0.0910716492440718,1.55370728256571,18.7053241867337
85.5,"F","IXI",0.00512223396955355,0.0914741166483981,1.55370728256571,18.7053241867337
86,"F","IXI",0.00511118282387086,0.0918766250254946,1.55370728256571,18.7053241867337
86.5,"F","IXI",0.00510013268902457,0.0922791444848224,1.55370728256571,18.7053241867337
87,"F","IXI",0.00508908267105456,0.0926816633634728,1.55370728256571,18.7053241867337
87.5,"F","IXI",0.00507803265308456,0.0930841822421233,1.55370728256571,18.7053241867337
88,"F","IXI",0.00506698263511456,0.0934867011207737,1.55370728256571,18.7053241867337
88.5,"F","IXI",0.00505593261714456,0.0938892199994242,1.55370728256571,18.7053241867337
89,"F","IXI",0.00504488259917456,0.0942917388780746,1.55370728256571,18.7053241867337
89.5,"F","IXI",0.00503383258120455,0.0946942577567251,1.55370728256571,18.7053241867337
90,"F","IXI",0.00502278256323455,0.0950967766353756,1.55370728256571,18.7053241867337
90.5,"F","IXI",0.00501173254526455,0.095499295514026,1.55370728256571,18.7053241867337
91,"F","IXI",0.00500068252729455,0.0959018143926764,1.55370728256571,18.7053241867337
91.5,"F","IXI",0.00498963250932454,0.0963043332713269,1.55370728256571,18.7053241867337
92,"F","IXI",0.00497858249135454,0.0967068521499774,1.55370728256571,18.7053241867337
92.5,"F","IXI",0.00496753247338454,0.0971093710286278,1.55370728256571,18.7053241867337
93,"F","IXI",0.00495648245541454,0.0975118899072783,1.55370728256571,18.7053241867337
93.5,"F","IXI",0.00494543243744454,0.0979144087859287,1.55370728256571,18.7053241867337
94,"F","IXI",0.00493438241947453,0.0983169276645792,1.55370728256571,18.7053241867337
94.5,"F","IXI",0.00492333240150453,0.0987194465432296,1.55370728256571,18.7053241867337
95,"F","IXI",0.00491228238353453,0.0991219654218801,1.55370728256571,18.7053241867337
45,"M","IXI",0.00554173883824712,0.0620741079948198,1.55370728256571,18.7053241867337
45.5,"M","IXI",0.00553606913057345,0.0624050787186126,1.55370728256571,18.7053241867337
46,"M","IXI",0.00553039942289978,0.0627360494424053,1.55370728256571,18.7053241867337
46.5,"M","IXI",0.00552472971522611,0.063067020166198,1.55370728256571,18.7053241867337
47,"M","IXI",0.00551906000755244,0.0633979908899907,1.55370728256571,18.7053241867337
47.5,"M","IXI",0.00551339029987877,0.0637289616137834,1.55370728256571,18.7053241867337
48,"M","IXI",0.0055077205922051,0.0640599323375761,1.55370728256571,18.7053241867337
48.5,"M","IXI",0.00550205088453143,0.0643909030613688,1.55370728256571,18.7053241867337
49,"M","IXI",0.00549638117685776,0.0647218737851615,1.55370728256571,18.7053241867337
