participant_id	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-0001	0.465546765	2.868269814	0.48420191	1098.994873	3.402033333	3.51887	3.46164	3.22559	0.187233292	0.412790112	0.399976596	1.910017371	0.677296448	0	0.007436111	34.56994506	16.51321536	20.56656872	240	256	256	2.837931096	10.75191769	10.41060952	17.64197978	25.02097598	47.86292084	45.81724149	64.56782766	1	1	1	2.142612782	10.14653397	19.98544502	16.91456795	5653671	3.369756222	43.99008942	13.04195595	20.73187036	131.9450836	411.2660828	387.5165405	13954	236.4208923	626.7181946	136.5440674	0.136240832	66.75275421	745.2321777	741.2849731	20082	637.5380005	865.7728699	68.94272614	0.32678888	53.69351959	998.321228	1000.005005	250384	900.9854431	1088.927594	56.68315125	0.219325349	0.49230054	0.547046304	0.597246153
sub-0002	0.385072861	3.411949967	0.452805507	1082.607422	3.41517	3.51386	3.44387	3.28778	0.188251653	0.426704785	0.385043562	1.879315853	0.599394518	0	0.006685532	39.43348048	18.68741276	24.37201706	240	256	256	3.015094348	11.42846751	11.01888975	18.61310739	28.85790237	51.52802388	50.7965995	72.00387224	1	1	1	2.314534117	9.098587036	17.71435356	15.17399025	5443230	3.026189089	39.53829956	11.80227947	16.00351782	136.0075836	408.2181091	400.7808838	14804	226.7966461	598.666745	132.9203339	0.290862581	59.81961823	715.7177734	715.6253662	17147	610.7369263	819.4483826	62.61596298	0.537215844	49.68364334	997.4642334	999.9956055	202979	902.8481384	1081.12644	53.7252121	0.226361006	0.514263451	0.554492831	0.633809877
sub-0003	0.412619207	3.250977341	0.473972943	1242.209106	3.441286667	3.58156	3.47847	3.26383	0.195594652	0.408051741	0.396353607	1.751863956	0.538233829	0	0.00567202	33.921256	17.06845685	21.12257586	240	256	256	3.109184471	11.46360705	11.16604446	18.92534187	29.27305319	54.03677854	52.48967317	74.15918778	1	1	1	2.344821405	8.834133148	17.50001717	14.69885159	5364045	2.927372456	38.97574692	11.58981705	23.35405801	116.6462708	406.2316284	394.7301025	21388	228.864579	599.3838409	126.953186	0.171676648	61.57835007	728.4938965	728.654541	17594	624.5022766	834.2931244	63.56060791	0.342466296	50.38132858	998.7290649	999.9935303	259559	909.0578003	1083.462805	52.83876038	0.224693149	0.494589269	0.556285679	0.572113648
sub-0004	0.404603033	3.274421286	0.495780247	1002.255798	3.44082	3.49774	3.54943	3.27529	0.187568186	0.422622734	0.38980908	1.800870657	0.622181398	0	0.006155289	33.11101651	15.92090597	20.38697092	240	256	256	3.457385261	11.87367313	10.89646106	17.35832478	22.22519931	48.29967764	45.79057971	66.84686219	1	1	1	1.825030669	9.800568581	19.53853607	16.24075317	4897865	3.223651409	42.62504196	12.58230877	2.55887391	77.69350433	352.5422974	332.4797668	24642	235.3833176	539.5084198	96.16313934	0.189704795	58.7400589	721.8847046	722.5431519	26077	620.9626099	821.5113281	60.85137177	0.485192595	53.52036667	996.7285156	1000.001343	265641	894.4439697	1085.661011	57.60921478	0.254367113	0.515005171	0.56478852	0.600234262
sub-0005	0.45777397	2.92232873	0.488041465	977.7138672	3.330883333	3.46487	3.34446	3.18332	0.192237493	0.418482098	0.389280409	1.82546556	0.601564074	0	0.006136714	35.61956584	17.40970822	21.9405471	240	256	256	2.869965362	11.34364098	10.89849308	18.48187289	24.24350507	47.96804704	45.45393774	64.1502611	1	1	1	2.128933405	10.21250057	20.51961136	16.86374283	5101937	3.341659737	46.41667862	13.36550331	14.86303495	122.0677643	403.5195618	377.9164429	25704	241.3808075	617.1263306	131.6772308	0.049736298	64.16181946	748.2824097	747.743103	20005	640.4269775	859.3174805	65.91573334	0.356661587	51.3135643	997.6710815	999.9972534	245047	903.762262	1082.538513	54.10681152	0.239156812	0.499406457	0.551023424	0.564956251
sub-0006	0.376301547	3.565895872	0.410976859	2336.656982	3.477299955	3.389399865	3.62114	3.42136	0.195287382	0.401234944	0.403477674	1.976611376	0.542696977	0	0.007673609	48.34222391	24.33877699	29.42391353	240	256	256	3.426632527	11.53345169	12.26301525	21.82896154	25.81473653	56.58819394	53.60839616	78.42225801	1.200000048	1	1	2.827007988	8.353892326	12.9244194	11.28601265	6050269	2.805413818	30.87579346	9.140045166	5.577162831	79.11235809	350.7162781	329.1734924	19040	234.6610649	533.599472	96.06073761	0.141224843	60.81709671	723.3483887	721.5775146	11593	622.0129761	829.2219482	62.56118393	0.31419701	43.95068359	998.1109619	999.9919434	180368	919.206781	1069.93103	45.81020355	0.246092781	0.494162053	0.561517954	0.651982241
sub-0007	0.477476824	2.808194085	0.485432705	1190.082153	3.302716667	3.39427	3.39226	3.12162	0.182395918	0.422642339	0.394961743	1.833887458	0.635212725	0	0.005609816	35.67648092	16.51531909	20.71410707	240	256	256	2.891989371	10.8550557	10.71263757	18.39086765	22.63244216	47.38677096	44.39404133	63.16291086	1	1	1	1.965576086	10.37224483	20.56546021	17.23530579	5600323	3.428027678	44.97212791	13.33722591	4.75492118	114.7317047	390.4819336	358.321167	24256	238.0581856	605.9876099	123.8987198	0.014244604	67.14412689	750.9034424	750.2364502	15059	636.9370789	867.2491821	69.11171722	0.320353767	52.11567688	998.7324829	1000.007324	249799	906.4808777	1085.51947	54.375103	0.249237731	0.507625759	0.560999274	0.588677753
sub-0008	0.466679166	2.909940322	0.515747278	753.980896	3.38015	3.51976	3.38988	3.23081	0.20697755	0.406619688	0.386402762	1.652251363	0.4692047	0	0.004272581	36.60136025	18.94507154	23.62319132	240	256	256	3.44625693	11.34650887	10.71564323	17.35416389	15.1459453	32.07379692	30.13865831	43.1962327	1	1	1	2.379774086	15.16677666	23.31269264	20.62564087	4067883	3.443918943	51.55335388	15.07123089	2.458463883	83.49817657	368.0471497	350.6371765	27035	236.460231	560.7966064	101.7424698	0.04276386	64.55871582	742.4421997	742.5264893	14147	634.2540588	851.2668945	65.43865204	0.225436319	55.60681152	999.0160522	1000.017151	215148	902.0969116	1092.130975	57.62391281	0.22617431	0.486265481	0.553543746	0.51888263
sub-0009	0.441246275	3.038759958	0.518795063	732.541626	3.393686667	3.4781	3.50388	3.19908	0.201977323	0.396457032	0.401565645	1.658263922	0.471120799	0	0.005521089	37.72718222	19.48247485	23.25434492	240	256	256	3.319851486	10.24889048	10.52042045	17.99251939	20.32108202	44.29332027	41.9356104	61.19242889	1	1	1	2.047170906	10.70604897	21.01328278	17.44178772	3834062	3.420376539	46.27662277	13.51601982	4.283705749	83.55477905	350.2868042	332.0812378	29042	223.6627174	541.6284515	100.0272217	0.07951597	67.98623657	725.3018188	723.8286133	11255	611.2810486	845.6292419	70.62193298	0.216208546	53.8684845	998.9181519	999.9889526	223645	905.4561646	1088.987866	55.57791519	0.237051845	0.481450915	0.556064367	0.524814264
sub-0010	0.472029803	2.832183822	0.495187378	964.0372925	3.33333	3.43728	3.43639	3.12632	0.193738237	0.423732337	0.382529425	1.868780255	0.656767935	0	0.005848728	30.2983015	14.79333278	19.12344942	240	256	256	2.071736016	10.76006638	10.16642109	17.66746086	14.90936533	33.45912205	31.11709583	44.98280012	1	1	1	1.969482262	14.56456089	22.07778931	19.85784721	5529249	3.319301128	49.15133514	14.12970543	50.73727384	91.97160339	371.353241	331.4552002	34428	223.7168587	602.9405731	159.9867859	0.206160013	66.53575134	746.2939453	743.8411865	20544	634.9077515	864.7315674	69.12811279	0.267683395	54.39206696	998.833313	1000.028015	282259	902.8710815	1089.795813	56.60271454	0.235396788	0.491066664	0.541279733	0.547416398
sub-0011	0.459523618	2.909125041	0.487970999	893.4993896	3.2803	3.41708	3.33871	3.08511	0.203268304	0.427619407	0.369112288	1.823939085	0.620790267	0	0.004712253	38.11813037	18.93609189	25.25494499	240	256	256	3.383393802	10.88366716	10.18849341	16.29841927	21.11213907	45.11177541	42.62513295	61.65148437	1	1	1	3.426222534	10.62658882	21.67409325	17.44617462	5377446	3.454851866	48.96106529	14.83996582	3.214618419	86.73110199	361.7460632	342.4478149	24573	233.8292053	553.2947876	101.2122345	0.18565628	65.15386963	732.4954834	731.7320557	12925	621.9263306	842.2624146	67.22952271	0.420772495	58.12761688	997.2966919	1000.013123	187761	890.6252441	1092.786621	61.3562851	0.25434196	0.511222363	0.560258925	0.525546363
sub-0012	0.422043115	3.145325428	0.512313927	745.2242432	3.483293333	3.55752	3.54619	3.34617	0.201514136	0.405415273	0.393070591	1.724274397	0.577583575	0	0.006420171	32.97588961	16.82293838	20.90265015	240	256	256	3.222450057	10.88668469	11.14385524	19.32243097	15.9908822	33.54090606	31.81871975	45.92437098	1	1	1	1.865318521	14.2654953	20.57943344	19.51018143	3957985	3.273312092	45.58031387	13.0741415	4.707131843	107.3955994	367.2998047	348.1990356	29772	223.6296173	559.3747498	108.0523148	0.166098301	64.54522705	729.7930298	730.3481445	15344	618.4423248	840.862674	67.08418274	0.385731281	49.25788498	998.2692261	999.9962158	245664	909.6315002	1080.219165	51.75302124	0.239103228	0.493408501	0.545172274	0.58296032
sub-0013	0.442272363	3.028494431	0.491462897	957.5058594	3.30188	3.3713	3.42479	3.10955	0.198094028	0.421057052	0.38084892	1.848966479	0.652527356	0	0.005959853	35.57631123	17.59611347	22.79075887	240	256	256	3.021293217	11.30317132	10.60849955	17.50103413	22.33529154	47.14831978	44.5506304	64.16827988	1	1	1	2.304600174	10.20981979	20.49904633	16.91668701	5345644	3.359438658	46.52236958	13.42620945	14.24052297	91.23234558	371.3243408	348.0791321	20629	233.4437561	582.6047607	115.205864	0.173442651	62.6252861	733.9963989	734.7719727	13857	625.2824951	840.245752	65.003479	0.247785127	54.68462372	997.2026367	1000.015564	213185	897.0160767	1086.644946	57.1402359	0.238294601	0.495882213	0.53961277	0.568064123
sub-0014	0.408845403	3.296808745	0.533818043	780.5601196	3.453996667	3.58258	3.56798	3.21143	0.204189297	0.403757276	0.392053427	1.550287485	0.394276702	0	0.005512155	33.69092855	17.35167906	21.31684495	240	256	256	3.659668454	11.19085316	11.29224643	19.02621766	14.89411879	33.40217911	31.52145321	46.26806174	1	1	1	2.095690361	14.15942478	21.15037346	19.26387024	3995294	3.223805976	47.876894	13.80425167	2.523430065	68.0598526	339.3924866	321.9057312	37563	229.4329666	514.2050659	87.95918274	0.025526792	63.20162201	720.4571533	721.9193726	11625	609.1451538	823.462207	64.50699615	0.284499065	50.48584747	999.435791	999.9889526	242417	911.6959351	1084.672656	52.55836487	0.231951028	0.475795805	0.542485356	0.576260632
sub-0015	0.402543465	3.332311842	0.488009615	1176.246338	3.23335	3.34911	3.28146	3.06948	0.182067499	0.414082546	0.403849956	1.740909815	0.429376662	0	0.005757445	37.64326672	17.72073277	21.45164055	240	256	256	3.122662544	12.02626593	11.45956583	19.22976903	25.28230288	51.1903335	48.85122666	70.0810436	1	1	1	2.218490456	9.34822464	18.75823212	15.42377567	4993749	3.055986166	42.42292786	12.26191998	12.33391916	93.43615723	378.6906433	360.7564087	22541	235.1968689	575.7984009	115.5259018	0.27675935	58.53442001	731.1797485	730.4414063	14508	632.9624481	831.5606537	60.73508072	0.298883922	49.97276306	998.3875732	999.9953613	245322	909.6283569	1080.856232	52.00235748	0.230102867	0.489089787	0.547650695	0.559678735
sub-0016	0.447580081	3.029987587	0.467822872	1126.067383	3.38393	3.48905	3.48573	3.17701	0.206309147	0.405070615	0.388620238	1.859872699	0.556876552	0	0.00658304	37.06899476	19.38602823	24.3985823	240	256	256	3.421933534	10.6003944	10.8652514	18.57342628	22.25043572	45.92507758	43.64370166	62.75559167	1	1	1	2.124762705	10.4394474	19.97089195	17.44740295	5794012	3.481878757	45.05687847	13.04297256	0.273417456	96.89756775	371.6548767	354.5555725	20022	229.0947998	562.2646454	103.610054	-0.062026341	68.58818054	732.7432861	731.805542	11543	619.1190125	849.6598206	69.03269958	0.394103209	51.44848633	999.2943115	999.9959106	219037	909.4522217	1086.182837	53.84001923	0.224900767	0.481836349	0.537673533	0.581512269
sub-0017	0.404496166	3.284950739	0.489078162	1394.140503	3.40738	3.57205	3.45585	3.19424	0.207720826	0.421827296	0.370451878	1.789885283	0.639748597	0	0.007283439	30.06363913	15.51353437	20.64415329	240	256	256	3.140757411	11.4327528	10.68377857	17.47782552	23.41240228	49.93905646	47.63078343	69.54089156	1	1	1	1.945944995	9.420877457	18.47028923	15.69676971	5722583	3.127138376	40.74136124	12.00607109	2.119790064	93.60224915	351.6097717	336.670929	26103	203.0719086	552.9296936	107.192131	0.217869358	60.5281601	717.7089844	718.1248779	20750	613.1378174	821.1342346	62.81143188	0.399581791	53.48914719	997.5547485	999.9997559	245993	897.7638062	1087.93501	57.21522522	0.229885414	0.496154487	0.539551854	0.614339705
sub-0018	0.41283175	3.263007202	0.462083759	1351.115234	3.142633333	3.26965	3.18731	2.97094	0.188150544	0.431900228	0.379949228	1.821017265	0.505173075	0	0.00511016	43.54214214	20.25640709	26.66637992	240	256	256	3.109865328	11.55335532	10.97994424	18.27661208	23.916378	49.51495357	47.23390608	68.27038666	1	1	1	2.762263369	9.596191406	18.62234497	16.01895142	5793724	3.195431948	41.65208054	12.42003345	5.503554805	88.29182434	374.775177	350.3181152	14544	237.7640533	596.3132324	112.643486	0.112643904	60.97292328	725.5112305	725.2764282	12124	620.8786285	828.8307068	62.7736702	0.2714342	52.44126129	999.1077881	999.9989624	175765	907.0158691	1087.606494	54.71452332	0.232489601	0.501542032	0.545980573	0.567733129
sub-0019	0.480060624	2.813172454	0.52404753	742.6413574	3.359	3.46731	3.38553	3.22416	0.210180381	0.406759838	0.383059781	1.734309912	0.58366468	0	0.004833884	34.7351492	18.26155312	23.24496415	240	256	256	3.425750902	10.82665808	10.01845122	15.80294468	14.43656787	30.13972685	28.52210461	40.99001911	1	1	1	3.311670369	15.98309803	23.45847702	21.79209328	4096921	3.65180707	51.57848358	15.4130125	1.321605287	89.93999481	366.5751648	352.203125	21848	223.4937744	560.0311584	102.808136	0.074221858	66.88532257	735.9317627	735.3067627	11721	624.3033447	848.6278076	67.91342163	0.265966454	60.19162369	996.7957764	1000.016968	211179	885.7599121	1095.437061	63.28026962	0.22791712	0.48659867	0.544070303	0.538530752
sub-0020	0.47483794	2.812112038	0.487939748	1027.319458	3.278006667	3.46413	3.28682	3.08307	0.202520538	0.398833287	0.398646175	1.777974248	0.477063894	0	0.006034337	38.10905776	19.721605	23.77902386	240	256	256	3.208652913	10.60009935	11.05563265	19.35814568	16.60558153	35.79492636	33.35917821	47.67702673	1	1	1	2.192020846	13.74129009	19.97657967	18.91796112	5110629	3.198535442	44.63109207	13.0229845	3.243502537	90.85230255	373.6502991	348.2971191	25536	239.1080055	580.1686707	108.5472031	-0.034469852	69.27600098	750.0456543	750.7879028	11297	630.5612305	867.0830566	70.82524872	0.329335412	49.06477737	997.6789551	1000.011414	229730	907.6809052	1078.351648	51.65831757	0.23722437	0.47760129	0.558358312	0.578610349
sub-0021	0.441543355	3.09308782	0.511362179	1018.671143	3.207433333	3.40727	3.21584	2.99919	0.189862174	0.408730777	0.401407049	1.65211463	0.468467683	0	0.0052248	36.46158811	17.50701078	20.90470786	240	256	256	3.37509158	11.449339	10.90993873	17.9053856	15.82758072	33.96149228	32.02434708	46.28396826	1	1	1	2.062423812	14.15481949	20.70206451	19.32117462	4870410	3.243158102	45.64346428	13.52114868	2.351675971	86.32368469	361.0058899	341.9693298	23202	231.4744995	552.5723145	101.319313	0.035419359	63.40703583	734.6026611	733.769043	12073	628.7418457	842.184082	64.0856781	0.24559279	54.14873505	998.7166748	1000.007385	206715	904.281842	1088.265051	55.84939575	0.209837168	0.451064616	0.503422916	0.547909389
sub-0022	0.465784322	2.896004415	0.448981224	1375.465332	3.252076667	3.36253	3.29408	3.09962	0.202804515	0.404492971	0.392702514	1.803038359	0.430313826	0	0.005518939	41.58000462	21.57530219	26.77237286	240	256	256	3.215322662	10.13018613	11.07808793	19.88875499	25.17474767	51.92045841	49.06689326	70.10547369	1	1	1	2.397128224	9.344884872	18.44436264	15.53738689	5912351	3.094295144	41.2110424	12.25738335	14.08680114	104.4914703	378.8082581	359.0933533	21378	235.800959	566.5140228	111.6792908	-0.120594601	72.71903992	740.9454956	740.5949707	14004	620.2646454	864.0002075	73.10512543	0.302671949	48.10150146	998.8492432	999.9865723	203841	913.6469116	1079.824951	50.27886963	0.227315038	0.481910378	0.55223465	0.582594297
sub-0023	0.395328561	3.373717443	0.47193525	1096.892822	3.463493333	3.60092	3.47552	3.31404	0.192734887	0.410335429	0.396929684	1.871240497	0.627482653	0	0.005500153	34.51163617	16.95858832	21.04624031	240	256	256	3.011949097	10.70152396	10.98363582	19.23743439	23.57978052	51.23951005	48.91838332	71.93585938	1	1	1	2.156730244	9.107211113	17.82676506	15.14830494	5525167	3.018616748	39.68626099	11.84687328	4.832332633	94.25570679	353.8013611	327.7882996	25072	220.1881752	554.6032135	108.8271255	0.114671919	64.1452179	713.3911133	712.2929688	15490	604.4472382	826.820108	66.55780792	0.360188838	49.59279251	997.4509277	999.9979858	246209	907.0258423	1078.464111	51.98177338	0.244481906	0.500613332	0.558008015	0.635104454
sub-0024	0.436067235	3.087013836	0.470996138	1268.244507	3.234423333	3.41331	3.26623	3.02373	0.18706938	0.429507077	0.383423543	1.783482194	0.532480073	0	0.007443775	39.02420561	18.22097924	23.78305764	240	256	256	3.075474016	11.63429797	10.89545582	17.97659548	22.37515436	47.40407237	44.70695219	64.34162984	1	1	1	1.960970242	10.18214893	20.07624817	16.94332504	5667857	3.372290325	43.95736694	12.93745899	34.08722334	81.38761139	369.6784668	347.7553101	18093	242.7570587	568.9562256	113.0706024	0.247134881	60.96351242	736.3640747	736.7554932	15467	629.5814209	839.4840149	63.32411957	0.197043864	53.82857895	999.0231323	999.9995117	206153	905.2519287	1088.980273	55.62772369	0.235311002	0.499251425	0.54132849	0.524367594
sub-0025	0.467646611	2.918329301	0.50139371	1057.976685	3.198236667	3.30763	3.31049	2.97659	0.203328379	0.412572201	0.384099421	1.624427676	0.397411466	0	0.003896936	39.92990182	19.99831714	24.91896502	240	256	256	2.859691855	11.34542505	10.18618991	16.35345282	16.5379351	34.94926359	32.98223926	47.45951908	1	1	1	4.716928312	13.80411243	20.9946022	18.76874733	5514958	3.140483856	47.2442421	14.38782024	11.84356183	105.3341217	367.158905	348.4641113	20543	205.1116714	580.6638245	121.8507614	0.04230043	63.81745911	736.1956177	736.4017334	7704	628.530423	843.9189514	64.9031601	0.297878509	59.45349121	1001.318726	1000.000244	182722	902.9720367	1103.643878	61.14901352	0.222794279	0.476736456	0.529487193	0.580040856
sub-0026	0.432035985	3.090540638	0.4946414	1297.828247	3.437593333	3.54967	3.49405	3.26906	0.186752182	0.420796591	0.392451227	1.76810658	0.606366694	0	0.00545156	35.57364117	16.99653218	21.3057218	240	256	256	2.942011774	12.01403455	10.71206645	17.18015303	22.52366757	48.01169112	45.26068305	65.24669046	1	1	1	2.064170317	10.04098034	19.80810356	16.69999313	5406456	3.324028254	43.47191811	12.88289642	0.659622798	101.8397675	370.7780762	345.2101135	23211	221.1847534	599.3659363	117.3355865	0.195588427	58.99822998	736.0723267	735.8535767	25388	634.906189	838.6816925	61.24829102	0.310502137	55.12540436	996.991272	1000.006653	250385	894.8447998	1087.587085	58.20697021	0.240378007	0.500755131	0.548437774	0.54776272
sub-0027	0.449153736	2.987046066	0.505888195	1153.920654	3.339173333	3.48671	3.3897	3.14111	0.185107168	0.410148068	0.404744764	1.74580121	0.630328083	0.000155489	0.005961933	34.503793	16.6268955	20.08803304	240	256	256	3.081054767	11.14630529	10.78642122	18.13190359	24.9058349	49.08700809	46.79160858	66.38198274	1	1	1	2.126920056	9.869265556	19.50907135	16.0263443	5635006	3.145600736	43.90213203	12.85056591	2.087631314	114.5336456	398.4916687	375.1925659	20764	235.6083183	617.9896149	121.7711334	0.122410333	63.77062988	739.6018066	739.4685059	16958	629.5750488	850.4003113	66.34007263	0.235869042	53.25151825	999.0186768	1000.00769	270738	906.2021118	1088.176801	55.15172958	0.229438886	0.489178628	0.545805871	0.548927576
sub-0028	0.393064887	3.374721429	0.484956907	747.6366577	3.4521	3.56691	3.47759	3.3118	0.189613493	0.412902064	0.397484443	1.763885021	0.46754247	0	0.006824582	39.76818978	19.40345046	24.10044839	240	256	256	3.343751428	11.46258321	11.8730962	20.81295398	16.32407161	33.80401631	32.19202017	46.44797259	1	1	1	1.600822079	14.10462379	20.56170654	19.26493454	4259373	3.226427078	45.03414078	12.92893219	12.62617298	95.41847229	369.2019653	351.4457397	19360	231.921566	560.1273621	105.1025085	0.157910094	61.43510437	728.3475952	727.7766113	15440	622.766098	833.9908264	63.48944473	0.430743688	45.56323242	998.1117554	999.9920654	218411	915.72229	1073.834473	48.04650879	0.239220753	0.503036499	0.559842527	0.591421857
sub-0029	0.407673931	3.351568239	0.53100428	931.4821167	3.24042	3.42304	3.31066	2.98756	0.19646023	0.404421187	0.399118583	1.551601648	0.386754751	0	0.005164894	36.83284807	18.48969169	22.45709984	240	256	256	2.779409648	11.29661946	10.7157525	18.07122839	23.67206385	46.18829379	44.82340994	64.60987217	1	1	1	2.525845901	10.13976097	20.11783028	16.83998489	4117342	3.346750748	43.94448471	13.05801487	32.44320379	93.19136047	385.4015503	366.3803101	21612	233.2471558	585.5416382	131.8164215	0.057290387	62.134552	714.7775269	714.8713989	12859	609.088269	818.5810425	63.27942657	0.126064434	54.10014343	999.5506592	999.9882202	234695	907.5044006	1090.056665	55.33581161	0.217640042	0.473246664	0.529033601	0.547409686
sub-0030	0.367772891	3.670459375	0.474525071	877.6269531	3.417506667	3.56601	3.51579	3.17072	0.206542599	0.423115912	0.370341489	1.642266273	0.413766414	0	0.006929025	38.29089472	19.42042668	25.95830956	240	256	256	2.99930907	11.81622272	11.032905	18.28318322	22.85287154	47.84788815	46.33012292	68.28960907	1	1	1	1.939139814	9.593330383	18.65721321	16.02331924	4378055	3.19369421	41.4343483	11.98443604	68.31782447	86.18874359	349.339386	334.6404724	25802	220.6786972	513.1200165	111.5703583	0.154782107	57.96898651	699.461853	700.6489258	12524	598.7942657	794.2057343	59.29314041	0.333214532	52.11771393	998.7022095	999.9822998	184546	905.6958008	1086.407013	54.69395447	0.223021239	0.486272991	0.523117721	0.586276777
sub-0031	0.408839895	3.256685476	0.468475357	1230.129517	3.546666667	3.66389	3.62442	3.35169	0.213483205	0.413672368	0.372844427	1.838239431	0.508823949	0	0.005058935	36.57771838	19.13449339	24.55043079	240	256	256	3.944334061	11.40211504	11.10695297	17.9744098	21.11872304	48.92661112	45.92488934	67.72933387	1	1	1	3.062334035	9.672716141	18.67072487	16.12660599	6079486	3.217623949	41.97715187	12.56318665	2.941768809	61.60396194	326.8019714	311.8059387	41121	227.6559296	480.3446045	79.05064392	0.160861754	61.48654938	721.5940552	722.3735962	16221	615.1381226	825.8442383	63.35239792	0.453480499	52.01211166	997.9397583	999.9851074	205290	902.3879669	1085.8552	55.63368607	0.238288879	0.483988374	0.542986751	0.576367307
sub-0032	0.418493023	3.224631326	0.441117999	1409.213257	3.39124	3.53353	3.46066	3.17953	0.185140963	0.410235995	0.404623042	1.943508148	0.530910635	0	0.00664986	42.68319639	20.61974313	25.13057171	240	256	256	3.099338689	10.86106361	11.66684001	21.04011774	26.04162743	52.79458743	50.33388393	72.16543695	1	1	1	2.496536262	9.077998161	17.41238785	15.15479374	6005151	3.024112701	39.26163673	11.54993153	14.10069292	105.9490738	381.4185486	360.849823	17048	234.9878357	574.656778	116.4245911	0.002169917	67.19628906	732.2334595	731.5563354	16536	621.5488129	843.9202881	67.35382843	0.387417425	45.13358307	998.7601318	999.9714966	224600	918.2315948	1074.832037	47.52679062	0.237758249	0.500390649	0.567027271	0.605012878
sub-0033	0.465162977	2.898079642	0.481269282	1062.331909	3.41269	3.57457	3.43948	3.22402	0.19601429	0.401224794	0.402760915	1.787659526	0.616178739	0	0.005836918	34.64098686	17.58246031	21.33196483	240	256	256	2.658062304	10.46354658	10.6598786	18.85802692	24.81342401	49.82146483	47.29140817	67.23933567	1	1	1	2.075799897	9.74341774	19.35268211	16.1950779	5447175	3.224841356	43.53051758	12.7818203	8.031012606	127.4854279	388.7391052	369.0339355	19668	199.9738899	614.0828369	138.8321686	0.013929178	69.76782227	743.4255371	740.9622803	19084	630.2495239	864.6232758	70.81182861	0.268174035	50.7301712	998.3220215	1000.006958	259620	907.3754181	1082.476538	53.0280838	0.228036106	0.4929232	0.563095868	0.560501682
sub-0034	0.440023836	3.04257173	0.533471121	965.1567993	3.35124	3.41802	3.44231	3.19339	0.19819725	0.414180301	0.387622449	1.606906295	0.497869843	2.71E-06	0.003896487	29.85256142	14.88063427	18.51792565	240	256	256	3.130673254	10.9617524	9.921487351	15.6720364	18.36006745	40.19391554	38.19638032	56.03515796	1	1	1	4.97778432	11.69158936	23.21644974	19.44141579	5582576	3.879033566	54.38366032	16.7375164	17.46166648	86.40329742	344.5783997	327.65448	35746	212.1705971	531.0187073	104.6579666	0.102094343	63.61842346	716.4864502	717.3021851	18689	607.0483643	823.3325684	65.43506622	0.347475215	60.7778244	999.4936523	1000.005615	265010	893.3420563	1103.635754	63.80815506	0.239403814	0.49003315	0.541518509	0.562699357
sub-0035	0.392063044	3.464317657	0.523534126	1089.154663	3.46647	3.58732	3.52723	3.28486	0.195321227	0.412395834	0.392282939	1.609176993	0.443812466	0	0.004293586	35.72287537	17.6710977	21.92107649	240	256	256	3.253238409	11.65434033	11.35935363	19.17048214	24.81884819	48.76745626	47.19610452	68.00200913	1	1	1	84.76616234	9.63395977	18.52137375	15.31954193	5312997	2.962282896	41.45333481	12.60857868	0.710939583	107.3358231	379.4014282	364.9679565	26781	219.047287	579.9442749	112.1839523	0.08318535	60.22709656	717.850769	717.1387939	16812	616.4712585	819.9348297	61.53222275	0.248476841	50.66768646	999.2016602	999.9881592	242294	911.8180481	1083.447479	52.16280365	0.225260556	0.48957175	0.550504684	0.620079264
sub-0036	0.409902661	3.258587963	0.445723264	1309.534912	3.46745	3.61011	3.50334	3.2889	0.20516882	0.40558078	0.3892504	1.891132712	0.544817334	0	0.006017329	38.45171823	20.08304519	25.1462975	240	256	256	3.217355626	11.38424833	11.43421185	19.70103158	22.82938694	50.18692573	47.23388308	68.68533656	1	1	1	2.217292175	9.538182259	17.46307945	15.94020844	5941342	3.190053701	38.73606815	11.63470936	0.663813561	91.36241913	356.5429993	332.3748474	23897	226.5888733	552.5578979	103.3046799	0.191292221	62.12826538	729.6019287	730.675415	11966	621.6777954	834.156662	64.180336	0.346463133	48.26664734	998.4744263	999.9952393	208444	911.3445343	1079.192444	50.75839996	0.246834472	0.497532666	0.561489105	0.563823063
